Recip_County,Recip_State,Administered_Dose1_Pop_Pct,Series_Complete_Pop_Pct,Booster_Doses_Vax_Pct,Census2019_5PlusPop
Cidra Municipio,PR,93,82.6,66.6,36782
Coamo Municipio,PR,86.1,75.9,67.6,36976
Comerio Municipio,PR,85.6,77,67.6,17952
Corozal Municipio,PR,95,85.9,62.5,30982
Culebra Municipio,PR,95,95,56.2,1647
Dorado Municipio,PR,95,84.9,58.8,34765
Fajardo Municipio,PR,95,83.9,56.6,28282
Florida Municipio,PR,95,93.9,58.5,10855
Guanica Municipio,PR,85.5,76.2,67.7,14732
Guayama Municipio,PR,88,76.8,67.8,38033
Guayanilla Municipio,PR,95,85.4,65.1,16926
Guaynabo Municipio,PR,95,95,65.1,80954
Gurabo Municipio,PR,82.7,73.7,63.4,45545
Hatillo Municipio,PR,76.6,71.1,65.7,37996
Hormigueros Municipio,PR,90.7,83.5,71.7,15093
Humacao Municipio,PR,93,83.1,64.1,48817
Isabela Municipio,PR,88.5,79.3,58.7,39100
Jayuya Municipio,PR,91,84,66.6,13266
Juana Diaz Municipio,PR,87.8,79.1,66.2,42806
Juncos Municipio,PR,88.8,80.1,63.7,36582
Lajas Municipio,PR,87.9,81,66.8,21242
Lares Municipio,PR,95,95,63.6,23348
Las Marias Municipio,PR,95,88.8,66.2,7613
Las Piedras Municipio,PR,85.5,76.8,65,35680
Loiza Municipio,PR,73.3,63.5,59,23692
Luquillo Municipio,PR,88.3,76,55,17060
Manati Municipio,PR,95,87.7,62.7,35815
Maricao Municipio,PR,79.7,73.5,64.4,5228
Maunabo Municipio,PR,88.7,80.2,65.9,9993
Mayaguez Municipio,PR,92.1,84.2,67.8,69070
Moca Municipio,PR,93.5,86.3,62.2,33543
Morovis Municipio,PR,88.3,78.4,63.4,29154
Naguabo Municipio,PR,74.2,66.1,57.4,24778
Naranjito Municipio,PR,95,87.9,65.6,26197
Orocovis Municipio,PR,95,88.1,69.5,19312
Patillas Municipio,PR,93.3,84,69.4,15702
Penuelas Municipio,PR,95,87.9,66.7,18322
Ponce Municipio,PR,95,91.8,65.1,126526
Quebradillas Municipio,PR,95,87.7,61.8,22099
Rincon Municipio,PR,87.4,79.8,61.7,13229
Rio Grande Municipio,PR,88.7,77.4,57.5,46381
Sabana Grande Municipio,PR,93.1,86.4,71,20897
Salinas Municipio,PR,88.8,79.7,67.8,26052
San German Municipio,PR,88.7,81.4,67.5,29047
San Juan Municipio,PR,95,88.9,60.1,306371
San Lorenzo Municipio,PR,94.2,84.5,63.7,34727
San Sebastian Municipio,PR,95,88.7,63.7,34286
Santa Isabel Municipio,PR,88.4,77.8,67.1,20381
Toa Alta Municipio,PR,82.5,73.3,62.1,69524
Toa Baja Municipio,PR,93.5,82.2,62.1,71580
Trujillo Alto Municipio,PR,91.1,79.2,61.8,61544
Unknown County,PR,,,56.3,
Utuado Municipio,PR,85.1,77.7,64.8,26428
Vega Alta Municipio,PR,85.5,73.9,58.5,34696
Vega Baja Municipio,PR,95,88.9,60.9,48014
Vieques Municipio,PR,95,88.9,55.7,8055
Villalba Municipio,PR,95,92.4,72,20419
Yabucoa Municipio,PR,88.1,78.8,64,31208
Yauco Municipio,PR,95,90.9,68.9,32383
Unknown County,PW,,,66.9,
Bristol County,RI,92.7,82.4,66.5,46506
Kent County,RI,89.2,81.3,63,156194
Newport County,RI,94.1,79.1,58.4,78510
Providence County,RI,83,73.3,55.4,602635
Unknown County,RI,,,49.5,
Washington County,RI,92.9,82.5,64.5,120995
Abbeville County,SC,46.3,41.6,48.4,23362
Aiken County,SC,58.2,48.4,41.6,161215
Allendale County,SC,71.5,60.9,43.8,8259
Anderson County,SC,47.2,41.7,45.5,190684
Bamberg County,SC,59.6,52.6,44.7,13420
Barnwell County,SC,66.5,57.8,38.6,19664
Beaufort County,SC,83.6,71.2,43.5,182524
Berkeley County,SC,65.4,54.5,39.3,213317
Calhoun County,SC,50.4,42.7,45.7,13870
Charleston County,SC,80.5,68.3,48.9,387944
Cherokee County,SC,41.3,35.3,38.9,53926
Chester County,SC,55.3,47.6,46.8,30391
Chesterfield County,SC,47.4,38.6,41.4,43093
Clarendon County,SC,59.1,50.7,44,32230
Colleton County,SC,59.3,50.3,39.7,35364
Darlington County,SC,58.2,50.3,42.2,62767
Dillon County,SC,54.1,46.4,40.1,28496
Dorchester County,SC,65.1,55.4,41.3,153026
Edgefield County,SC,75.9,62.7,38.9,26204
Fairfield County,SC,80.1,67.3,47.2,21297
Florence County,SC,65.1,56.7,43.8,130008
Georgetown County,SC,66.7,56.3,46.2,59971
Greenville County,SC,66.9,57.5,46.1,491051
Greenwood County,SC,55.1,49.3,47.9,66531
Hampton County,SC,76,65.8,41.8,18204
Horry County,SC,68.8,58.7,47.2,338165
Jasper County,SC,50.3,39.8,37.6,28267
Kershaw County,SC,71.3,60.9,44.4,62704
Lancaster County,SC,64.4,49.8,43.2,92272
Laurens County,SC,44.9,39.8,46.4,63499
Lee County,SC,57.9,49.6,43.8,15987
Lexington County,SC,66.8,57.7,45.3,281706
Marion County,SC,57.7,50.3,45.6,28886
Marlboro County,SC,54.8,46.4,38.4,24729
McCormick County,SC,69.5,61.2,54.6,9207
Newberry County,SC,62.3,54.3,45.6,36275
Oconee County,SC,53.3,46.5,49.3,75650
Orangeburg County,SC,66.3,57.8,44.9,81444
Pickens County,SC,54.6,48.1,46.7,120693
Richland County,SC,74.6,63.6,45.7,391862
Saluda County,SC,38.6,31.4,38.4,19268
Spartanburg County,SC,51.8,45.2,44.2,300162
Sumter County,SC,69.6,58.9,41.2,99640
Union County,SC,49.9,43.2,44.8,25766
Unknown County,SC,,,34.6,
Williamsburg County,SC,66.7,58.8,43.6,28813
York County,SC,66,52.8,42.7,264437
Aurora County,SD,68.1,57.8,49.2,2583
Beadle County,SD,67.4,52.5,47.9,16911
Bennett County,SD,81.8,67.3,31.3,3056
Bon Homme County,SD,69.4,60.6,52.7,6518
Brookings County,SD,65.2,54.4,51.8,32891
Brown County,SD,71.7,60.2,49.8,36309
Brule County,SD,85.9,61.6,37.5,4943
Buffalo County,SD,71.6,64.3,37.4,1741
Butte County,SD,49.7,42.1,40.7,9731
Campbell County,SD,58.7,48.7,46.4,1306
Charles Mix County,SD,80.8,62.6,55.3,8482
Clark County,SD,63.9,52.9,40.9,3349
Clay County,SD,88.3,71.8,52.2,13351
Codington County,SD,71.2,58.4,47.4,26308
Corson County,SD,75.5,60,29.1,3662
Custer County,SD,64.7,53,40.3,8631
Davison County,SD,85.5,66.9,45,18550
Day County,SD,83,70.5,52.5,5132
Deuel County,SD,56.9,48.7,45.4,4089
Dewey County,SD,95,83.4,53.6,5158
Douglas County,SD,65.8,56,46.1,2695
Edmunds County,SD,57.7,48.2,53.7,3593
Fall River County,SD,75.5,64.3,33.3,6454
Faulk County,SD,65.8,57.3,52.4,2108
Grant County,SD,68.8,52.8,45,6602
Gregory County,SD,61.9,53,52.5,3924
Haakon County,SD,50.4,43.5,35.8,1782
Hamlin County,SD,60,48.8,46.3,5578
Hand County,SD,56.2,50.5,54.3,3013
Hanson County,SD,60.7,46.7,43.3,3194
Harding County,SD,21.8,19.6,43.1,1201
Hughes County,SD,92.3,76.1,50.1,16351
Hutchinson County,SD,63.2,55.9,56.4,6669
Hyde County,SD,67.4,56.6,54.3,1219
Jackson County,SD,71.4,58.9,36.9,2969
Jerauld County,SD,63.3,54.2,55.1,1892
Jones County,SD,95,81.2,39.3,848
Kingsbury County,SD,89.5,71.6,53.6,4590
Lake County,SD,63.4,53.5,50.4,12097
Lawrence County,SD,76.3,61.8,36.7,24762
Lincoln County,SD,84.4,64,46,56750
Lyman County,SD,89.9,69.8,39.8,3453
Marshall County,SD,64,55,57.7,4531
McCook County,SD,74.8,60.3,49.1,5128
McPherson County,SD,45.4,41.4,68.5,2236
Meade County,SD,70.3,57,34.3,26817
Mellette County,SD,48.6,41,46,1843
Miner County,SD,67.9,56.6,54.1,2069
Minnehaha County,SD,94,72.1,45.4,178622
Moody County,SD,68.4,52.7,45.7,6108
Oglala Lakota County,SD,95,88.7,37.3,12762
Pennington County,SD,81.9,62.8,40.4,106450
Perkins County,SD,37.1,32.5,52.1,2692
Potter County,SD,71.8,62.8,56.8,2048
Roberts County,SD,95,80.8,43.6,9483
Sanborn County,SD,69.9,57.8,54.4,2173
Spink County,SD,60.7,54.4,57.2,5967
Stanley County,SD,76.2,62.8,47,2878
Sully County,SD,57.5,46.7,46,1317
Todd County,SD,95,78.7,59.6,8966
Tripp County,SD,55,46.8,50.5,5029
Turner County,SD,67.3,55.9,49.6,7863
Union County,SD,71.6,55.9,37.2,14952
Unknown County,SD,,,59.4,
Walworth County,SD,59.9,52,46.3,5038
Yankton County,SD,82.8,68.7,52.7,21470
Ziebach County,SD,44,38.2,57.5,2605
Anderson County,TN,64.1,57.3,51.8,72834
Bedford County,TN,51.7,44.6,40.5,46387
Benton County,TN,50.4,45.6,53.1,15331
Bledsoe County,TN,43.5,38,45.5,14505
Blount County,TN,59.9,53.8,51.1,126520
Bradley County,TN,48.4,43,44.8,101833
Campbell County,TN,51.3,45.2,45.2,37628
Cannon County,TN,37.8,33.2,45.6,13800
Carroll County,TN,56.9,50.2,46.9,26238
Carter County,TN,47.3,41.6,45.9,53909
Cheatham County,TN,69.8,60.7,44.9,38385
Chester County,TN,40.6,36.8,45.6,16380
Claiborne County,TN,55.3,47.7,43.1,30307
Clay County,TN,34.2,30.6,50.5,7268
Cocke County,TN,57.5,51.5,48.6,34173
Coffee County,TN,54.1,47.5,47.1,52875
Crockett County,TN,55.9,49.8,43.5,13411
Cumberland County,TN,54,48.5,54.6,57824
Davidson County,TN,76.9,67.7,50.7,648128
Decatur County,TN,43,39.1,48.7,11064
DeKalb County,TN,48.5,42.5,47.4,19349
Dickson County,TN,56.5,50.1,45.3,50738
Dyer County,TN,47.6,41.7,40.8,34864
Fayette County,TN,68.1,58.8,46.5,39113
Fentress County,TN,39.1,34.9,43.9,17520
Franklin County,TN,48.3,42.7,49.9,40043
Gibson County,TN,52.4,46.8,45.6,46111
Giles County,TN,46.1,40.5,47,27787
Grainger County,TN,55.6,50.2,46.9,22198
Greene County,TN,52.4,47.3,48.1,65673
Grundy County,TN,36,31.4,42.2,12655
Hamblen County,TN,49.6,43.8,45.3,61018
Hamilton County,TN,66.1,58.3,51.3,346573
Hancock County,TN,36.8,33.2,42.6,6258
Hardeman County,TN,54.2,48.3,42.3,23794
Hardin County,TN,47.6,41.8,44.6,24363
Hawkins County,TN,50.9,45.7,44.5,54116
Haywood County,TN,62,54.1,44.8,16360
Henderson County,TN,47.3,42.2,45.6,26489
Henry County,TN,55.1,49,51.1,30672
Hickman County,TN,48.3,43.5,47.8,23828
Houston County,TN,48.7,44.5,46,7774
Humphreys County,TN,47.6,42.3,40.2,17537
Jackson County,TN,40,36,48.3,11241
Jefferson County,TN,57.1,51.4,48.5,51882
Johnson County,TN,45.2,38.6,47.8,17016
Knox County,TN,68.6,61.8,52,443674
Lake County,TN,40.8,36.2,35.1,6727
Lauderdale County,TN,43.9,38.6,40.6,24144
Lawrence County,TN,42.6,37.8,45.6,41176
Lewis County,TN,40.4,36.3,45.7,11572
Lincoln County,TN,47.4,42.3,45.8,32423
Loudon County,TN,72.5,65.5,53.5,51425
Macon County,TN,37.8,33.8,43.1,22883
Madison County,TN,61.8,55.8,48.6,91911
Marion County,TN,53.9,47.4,48.1,27256
Marshall County,TN,50.9,43.9,45.2,32254
Maury County,TN,73.6,66.2,46.7,90004
McMinn County,TN,45.8,41.2,47.1,50786
McNairy County,TN,56.2,48.9,41.6,24343
Meigs County,TN,77.4,69.7,49.2,11766
Monroe County,TN,48.8,44.4,48.1,44075
Montgomery County,TN,73.4,61.9,37.3,191828
Moore County,TN,25.5,22.4,50.7,6186
Morgan County,TN,59.2,52.9,44,20325
Obion County,TN,49.5,43.4,39.5,28345
Overton County,TN,40.1,36.3,49.7,21082
Perry County,TN,46.4,41.9,48.1,7558
Pickett County,TN,50.5,46,51.2,4846
Polk County,TN,46.5,42.3,47.7,15998
Putnam County,TN,57.6,52.3,46.7,75714
Rhea County,TN,49.4,44.1,46.6,31190
Roane County,TN,49.9,45.4,50.4,50947
Robertson County,TN,60.5,53.8,45,67371
Rutherford County,TN,63.1,56,44,310759
Scott County,TN,41.7,37.6,41.3,20720
Sequatchie County,TN,41,35.6,48.2,14220
Sevier County,TN,58.6,51.6,45.3,92963
Shelby County,TN,69.3,57.6,44.4,872123
Smith County,TN,38.7,34,44.5,18949
Stewart County,TN,51.4,45.6,45.6,12971
Sullivan County,TN,65.6,58.1,47.6,150770
Sumner County,TN,56.3,49.9,48.5,179760
Tipton County,TN,47.6,41.6,40,57966
Trousdale County,TN,41.7,37.6,42.6,10696
Unicoi County,TN,62.4,55.5,48.9,17070
Union County,TN,40,35.7,48.2,18873
Unknown County,TN,,,44,
Van Buren County,TN,66.3,59.5,49.8,5538
Warren County,TN,47.6,42.5,47.3,38837
Washington County,TN,69.2,61.7,49.4,123031
Wayne County,TN,46.4,41.8,46.6,15995
Weakley County,TN,44.3,39.4,46.1,31609
White County,TN,48.1,43.3,48.9,25749
Williamson County,TN,75.3,68.2,55.1,224384
Wilson County,TN,60.9,55.1,49,136005
Anderson County,TX,45.6,40.3,41.8,54787
Andrews County,TX,50.9,45.1,36.6,17125
Angelina County,TX,53.6,47.4,40.9,80928
Aransas County,TX,67.1,57.7,44.5,22412
Archer County,TX,68.3,59.6,39.3,8097
Armstrong County,TX,45.7,40,41.7,1776
Atascosa County,TX,62.4,53.2,36.5,47453
Austin County,TX,55,47.8,40.5,28279
Bailey County,TX,47,39,34,6427
Bandera County,TX,61.8,51.7,44.5,22134
Bastrop County,TX,70.7,58.9,39.5,82852
Baylor County,TX,45.5,41,36.3,3302
Bee County,TX,61.6,51.8,39.4,30736
Bell County,TX,75.1,62.5,34.5,333037
Bexar County,TX,87,72.2,39.9,1864849
Blanco County,TX,68.3,57.7,44.7,11444
Borden County,TX,34.4,30.6,30.5,628
Bosque County,TX,51.2,45.3,44.4,17703
Bowie County,TX,49,40.5,35.9,87361
Brazoria County,TX,67.7,59.7,41.5,349125
Brazos County,TX,60.9,52.4,39,215271
Brewster County,TX,67,56.5,47.6,8744
Briscoe County,TX,47.4,42.8,52.7,1465
Brooks County,TX,95,95,27.2,6516
Brown County,TX,47.2,41.7,36.2,35887
Burleson County,TX,55.1,49.5,42.4,17346
Burnet County,TX,62.2,54.6,44,45524
Caldwell County,TX,68.4,57,38.5,40952
Calhoun County,TX,59.6,51.8,41.2,19901
Callahan County,TX,49.5,42.1,38.6,13156
Cameron County,TX,95,81,39.5,390120
Camp County,TX,47.6,40.7,38.9,12165
Carson County,TX,41.5,36.2,40,5632
Cass County,TX,41.9,35.8,38.1,28327
Castro County,TX,52.8,44.2,39.3,6982
Chambers County,TX,55.2,48.5,34.7,40764
Cherokee County,TX,45.5,40,39.6,48988
Childress County,TX,51.4,47.4,43,6973
Clay County,TX,49.3,44.6,39.4,10022
Cochran County,TX,44.8,38.9,32.7,2660
Coke County,TX,54.5,47.5,40.7,3175
Coleman County,TX,41,36.5,42.1,7770
Collin County,TX,79.3,69.1,42.6,971953
Collingsworth County,TX,41.6,33.9,48.4,2754
Colorado County,TX,58.1,51.5,45,20153
Comal County,TX,73.6,63.6,42.5,147323
Comanche County,TX,51.4,46.1,42.8,12850
Concho County,TX,64.5,52.2,42,2594
Cooke County,TX,46.1,38.6,38.3,38494
Coryell County,TX,58.2,49.1,38.8,70826
Cottle County,TX,35.7,31.4,41,1318
Crane County,TX,48.3,37.2,28.7,4445
Crockett County,TX,55.7,47.5,41.7,3259
Crosby County,TX,47.9,42.9,41.9,5383
Culberson County,TX,61.3,52.1,44.6,2027
Dallam County,TX,61,44.3,29.7,6581
Dallas County,TX,72.7,61.8,38,2443249
Dawson County,TX,39,34,33.1,11797
Deaf Smith County,TX,50.4,43.8,35.9,16931
Delta County,TX,41.6,35.6,36.4,4966
Denton County,TX,70.9,62.5,41.9,833159
DeWitt County,TX,51.2,45.9,43.9,18905
Dickens County,TX,36.4,32.7,43.1,2110
Dimmit County,TX,95,70.9,33.7,9410
Donley County,TX,38.8,33.8,40.1,3123
Duval County,TX,75.4,63.5,42.4,10362
Eastland County,TX,43,37.1,39.9,17288
Ector County,TX,51.7,43.7,31.7,151418
Edwards County,TX,95,88.6,42.3,1820
El Paso County,TX,95,85.2,38.4,778374
Ellis County,TX,63.2,55.5,36.2,172508
Erath County,TX,43.1,38.1,37,40280
Falls County,TX,54.7,46.5,38.6,16281
Fannin County,TX,51.6,45.1,38.7,33715
Fayette County,TX,57.1,49.6,44,24081
Fisher County,TX,42.1,36.5,45.3,3626
Floyd County,TX,50.5,45.2,42.7,5339
Foard County,TX,48.6,41.5,43.6,1105
Fort Bend County,TX,84.1,73.7,43.5,757642
Franklin County,TX,42.1,36.5,40.1,10163
Freestone County,TX,44,39.2,39.2,18562
Frio County,TX,86.2,69.6,24.1,19022
Gaines County,TX,25.8,22.1,27.9,19237
Galveston County,TX,68.9,61.5,42.7,320888
Garza County,TX,55.8,52.2,17.8,5964
Gillespie County,TX,62.2,54.6,45.9,25662
Glasscock County,TX,52.4,44.6,25.5,1319
Goliad County,TX,48.5,42.6,44.4,7235
Gonzales County,TX,56.9,50.8,38.8,19343
Gray County,TX,46.8,41.2,38.7,20443
Grayson County,TX,53.8,46.2,39.5,127619
Gregg County,TX,52.3,45.8,37.8,115332
Grimes County,TX,61.4,54.1,43.2,27231
Guadalupe County,TX,65.9,56.6,38.6,156609
Hale County,TX,49.8,43.9,36.7,31237
Hall County,TX,49,43.4,44.7,2846
Hamilton County,TX,54.6,49.8,48.4,7968
Hansford County,TX,48.4,42.7,35.5,4984
Hardeman County,TX,51.2,46.6,41.5,3741
Hardin County,TX,43.4,38.1,37.2,54022
Harris County,TX,77.2,65.4,37.6,4365137
Harrison County,TX,46.8,40.9,37.3,62464
Hartley County,TX,59.1,47.7,41.3,5260
Haskell County,TX,45.6,38.8,35.9,5437
Hays County,TX,75.9,64.4,42.1,216155
Hemphill County,TX,47.6,41.9,41.3,3563
Henderson County,TX,45.4,39.6,42.6,78272
Hidalgo County,TX,95,79.4,34.3,793923
Hill County,TX,48.9,41.9,40.5,34504
Hockley County,TX,49.1,42.7,36.5,21465
Hood County,TX,54.8,48.4,45.6,58292
Hopkins County,TX,45.3,39.7,36.6,34754
Houston County,TX,48,42.2,44.9,21832
Howard County,TX,44.7,38.4,27.1,34330
Hudspeth County,TX,81.5,68.3,35.4,4620
Hunt County,TX,49.9,43.6,34.9,92378
Hutchinson County,TX,41.2,35.6,38.3,19562
Irion County,TX,95,95,30.9,1452
Jack County,TX,45.9,40.5,36.7,8465
Jackson County,TX,50.6,45.1,36.5,13715
Jasper County,TX,41.7,36.8,41.2,33312
Jeff Davis County,TX,57.9,51.2,50.2,2244
Jefferson County,TX,59.9,52,39.2,234228
Jim Hogg County,TX,74.1,58.5,41.4,4831
Jim Wells County,TX,65.5,54.9,42,37622
Johnson County,TX,54,47,37.4,164221
Jones County,TX,52.5,43.7,39.7,19216
Karnes County,TX,63.5,56,38.5,14683
Kaufman County,TX,62.2,53.6,35.3,126307
Kendall County,TX,72.4,62.8,45.4,45154
Kenedy County,TX,60.4,52.7,44.1,388
Kent County,TX,45,39.5,40.5,728
Kerr County,TX,60.9,51.8,44,49884
Kimble County,TX,48.6,42.9,46.9,4128
King County,TX,25.4,21.3,32.8,258
Kinney County,TX,63.4,53.4,40.6,3487
Kleberg County,TX,73,61.9,42.1,28684
Knox County,TX,44.2,39.4,34.7,3415
La Salle County,TX,73.8,63.3,39.6,7107
Lamar County,TX,45.6,40.1,41.2,46604
Lamb County,TX,50.3,43.7,43.6,11992
Lampasas County,TX,53.9,46.1,40.7,20320
Lavaca County,TX,46.4,42.2,41.4,18990
Lee County,TX,54.3,47.1,41.1,16206
Leon County,TX,41.9,36.6,40.2,16349
Liberty County,TX,50.6,43.1,31.4,81814
Limestone County,TX,43.6,37.8,37.1,22006
Lipscomb County,TX,40.9,34.3,35.2,3047
Live Oak County,TX,49.3,43.5,38.7,11531
Llano County,TX,57.3,51.5,52,20895
Loving County,TX,25.4,18.9,25,158
Lubbock County,TX,57,49.7,39,290261
Lynn County,TX,45.5,39.9,38.4,5543
Madison County,TX,48.5,41.9,43.5,13477
Marion County,TX,45.4,40.3,40.3,9413
Martin County,TX,39,32.3,31.1,5288
Mason County,TX,51.2,47.3,53,4065
Matagorda County,TX,55.3,47.2,36.1,33979
Maverick County,TX,95,95,34.3,53388
McCulloch County,TX,42.7,38.4,43.9,7562
McLennan County,TX,60.9,52.6,38,239136
McMullen County,TX,48.9,44.5,40.5,703
Medina County,TX,65.1,56.5,42.5,48507
Menard County,TX,57.2,52.5,49.2,2053
Midland County,TX,51.3,43.9,30.7,161367
Milam County,TX,50.9,45.5,42.8,23375
Mills County,TX,48.1,43.3,45.8,4667
Mitchell County,TX,40.2,36.2,49.4,8083
Montague County,TX,41.3,35.4,39.7,18653
Montgomery County,TX,66.3,56.6,37,567015
Moore County,TX,61.4,47.5,26.1,19019
Morris County,TX,50,43.4,40.2,11660
Motley County,TX,39,28.4,45.7,1141
Nacogdoches County,TX,54.1,46.5,40,61144
Navarro County,TX,52.5,45.8,38.1,46487
Newton County,TX,28.7,25.2,41.1,12991
Nolan County,TX,46.3,42.1,44.1,13730
Nueces County,TX,68.4,58.4,42.3,338602
Ochiltree County,TX,44.4,38.9,23.3,9037
Oldham County,TX,41.3,35.8,37,2042
Orange County,TX,42.9,36.8,36.8,77850
Palo Pinto County,TX,42.3,37.6,39.9,27396
Panola County,TX,43.6,38,36.7,21860
Parker County,TX,53.5,47,36.9,134108
Parmer County,TX,46.8,40.8,39,8861
Pecos County,TX,66.4,58.5,43.3,14825
Polk County,TX,61.3,49.5,45.4,48652
Potter County,TX,56.1,47.2,36.7,108716
Presidio County,TX,95,95,47,6193
Rains County,TX,41.5,36.8,40.6,11859
Randall County,TX,54.4,47.4,39.8,129163
Reagan County,TX,44.9,39.4,26,3552
Real County,TX,57.7,50.5,45,3301
Red River County,TX,47.7,41.7,36.5,11440
Reeves County,TX,95,87.9,24,14974
Refugio County,TX,61.1,53.9,46.6,6554
Roberts County,TX,34.8,31,40,804
Robertson County,TX,51.3,44.8,40.3,15991
Rockwall County,TX,69,60,37.6,98474
Runnels County,TX,49.4,44.3,37.4,9668
Rusk County,TX,44.9,39.4,37.9,51403
Sabine County,TX,42.9,37,44,10035
San Augustine County,TX,47,40.5,43.8,7817
San Jacinto County,TX,39.9,34.5,38.5,27301
San Patricio County,TX,66.8,56.5,37.6,62038
San Saba County,TX,47.1,40,38.4,5726
Schleicher County,TX,45.5,41.7,39.9,2680
Scurry County,TX,53.3,46.7,36.1,15587
Shackelford County,TX,41.2,36.8,41.3,3083
Shelby County,TX,42.8,36.3,34.1,23480
Sherman County,TX,45.1,35,22.7,2829
Smith County,TX,53.3,46.9,38.9,217194
Somervell County,TX,51.5,45.5,43.6,8676
Starr County,TX,95,95,29.3,58541
Stephens County,TX,41.7,37.1,37.6,8840
Sterling County,TX,44.5,39,28,1199
Stonewall County,TX,45,41.1,41.6,1272
Sutton County,TX,50.1,44.3,41.2,3536
Swisher County,TX,45.8,40.5,42.7,6951
Tarrant County,TX,66.2,57.8,39.6,1958985
Taylor County,TX,59.4,51.2,38,127909
Terrell County,TX,65.1,53.1,44.2,735
Terry County,TX,48.4,42.2,39.1,11400
Throckmorton County,TX,46.6,40.7,41.6,1438
Titus County,TX,47.5,40.1,32.1,30159
Tom Green County,TX,56.7,50.8,38.2,111239
Travis County,TX,84.4,71.6,48.3,1196825
Trinity County,TX,45.1,39.1,42.2,13888
Tyler County,TX,41.2,36.9,45.1,20617
Unknown County,TX,,,49.4,
Upshur County,TX,39.5,34.5,38.4,39339
Upton County,TX,45.9,40.1,41.7,3401
Uvalde County,TX,65.6,55.5,41.6,24817
Val Verde County,TX,92,70.7,32,44960
Van Zandt County,TX,42.7,37.9,40.5,53250
Victoria County,TX,55.6,49.4,41.5,85781
Walker County,TX,55.7,48.8,39.2,69990
Waller County,TX,48.8,42,34.6,51628
Ward County,TX,43.2,35.9,32.1,11046
Washington County,TX,56.7,51,44.8,33888
Webb County,TX,95,95,28.2,251916
Wharton County,TX,59.2,50.8,35.9,38731
Wheeler County,TX,49,42.4,41.3,4744
Wichita County,TX,60,53,40.7,123938
Wilbarger County,TX,58.3,52.9,39.8,12012
Willacy County,TX,85.2,67.6,39.3,20023
Williamson County,TX,81.2,70.7,46.3,553126
Wilson County,TX,60.7,53.3,40.1,48086
Winkler County,TX,45.7,39,34.1,7414
Wise County,TX,44.7,39.4,34.8,65619
Wood County,TX,48.5,43.6,45.3,43374
Yoakum County,TX,47.7,40.4,33.9,7930
Young County,TX,46.2,41.4,37.9,16947
Zapata County,TX,71.8,60.9,34.1,12965
Zavala County,TX,61.3,52.5,36.7,10993
Beaver County,UT,57.6,49.3,42.3,6153
Box Elder County,UT,60.1,53.3,45.8,51559
Cache County,UT,69.6,60,46.5,117737
Carbon County,UT,57.4,51,51.1,19203
Daggett County,UT,91.8,72,38.7,909
Davis County,UT,75.8,69.2,50.7,326643
Duchesne County,UT,54.7,46.4,40.8,18148
Emery County,UT,51.6,47.1,47.8,9397
Garfield County,UT,65.7,58.6,46.9,4758
Grand County,UT,81.9,70,51.9,9191
Iron County,UT,54.1,47.4,42.2,50756
Juab County,UT,44.3,38.7,41.7,10975
Kane County,UT,59.3,52.3,50.6,7430
Millard County,UT,54,47,41.1,12171
Morgan County,UT,64.2,55.7,43.8,11265
Piute County,UT,47.6,40,47,1418
Rich County,UT,67.7,54.6,44.8,2307
Salt Lake County,UT,81.3,72.3,54.9,1076750
San Juan County,UT,78,67.3,49.3,14207
Sanpete County,UT,48.7,42.6,42.7,29056
Sevier County,UT,52.3,45.6,42.9,20023
Summit County,UT,95,91.8,56.9,39939
Tooele County,UT,68.2,60.7,45.1,66573
Uintah County,UT,53.3,44.8,40.7,32791
Unknown County,UT,,,16.8,
Utah County,UT,68.5,59.9,42.4,577892
Wasatch County,UT,69.5,62.5,48.8,31556
Washington County,UT,60.2,53.7,47.9,166063
Wayne County,UT,62.7,56.1,48,2550
Weber County,UT,69.9,62.9,46.8,240735
Accomack County,VA,85.8,76,49,30505
Albemarle County,VA,79.6,67.2,32.2,103609
Alexandria city,VA,84.5,66.9,34.7,148416
Alleghany County,VA,48.3,39.8,7.8,14210
Amelia County,VA,39.3,34.1,2,12421
Amherst County,VA,53.3,47.5,41.7,29967
Appomattox County,VA,37.1,32.5,3.8,14986
Arlington County,VA,95,75.3,34.2,223154
Augusta County,VA,55.9,49.7,32.3,72359
Bath County,VA,50.2,44,23.8,3979
Bedford County,VA,52.3,45.6,29.8,75371
Bland County,VA,46.5,40.3,14.7,6036
Botetourt County,VA,58.3,50.6,28.7,32018
Bristol city,VA,82.7,70.7,42.1,15915
Brunswick County,VA,62,55.4,42.1,15520
Buchanan County,VA,54.5,48.7,40.2,20132
Buckingham County,VA,46.1,39.8,20.4,16451
Buena Vista city,VA,41.5,37.1,0.5,6076
Campbell County,VA,45.3,40.4,25.8,52180
Caroline County,VA,50.5,43.4,16.1,28791
Carroll County,VA,39.2,33.8,20.4,28554
Charles City County,VA,95,82,14.2,6703
Charlotte County,VA,44.1,38.7,16.7,11217
Charlottesville city,VA,62.3,51.9,13.9,44704
Chesapeake city,VA,64.3,53.8,18.5,229487
Chesterfield County,VA,66.6,58,34.2,331747
Clarke County,VA,81.1,66.6,47.6,13982
Colonial Heights city,VA,41.2,36.1,1.3,16172
Covington city,VA,41.1,34,0.7,5237
Craig County,VA,38.3,33.2,9.4,4921
